id,species,generation_id,height,weight,base_experience,type_1,type_2,hp,attack,defense,speed,special-attack,special-defense,description
280,ralts,3,0.4,6.6,40,psychic,fairy,28,25,25,40,45,35,"Ralts senses the emotions of people using the horns on its head. This Pokémon rarely appears before people. But when it does, it draws closer if it senses that the person has a positive disposition."
281,kirlia,3,0.8,20.2,97,psychic,fairy,38,35,35,50,65,55,"It is said that a Kirlia that is exposed to the positive emotions of its Trainer grows beautiful. This Pokémon controls psychokinetic powers with its highly developed brain."
282,gardevoir,3,1.6,48.4,233,psychic,fairy,68,65,65,80,125,115,"Gardevoir has the ability to read the future. If it senses impending danger to its Trainer, this Pokémon is said to unleash its psychokinetic energy at full power."
283,surskit,3,0.5,1.7,54,bug,water,40,30,32,65,50,52,"From the tips of its feet, Surskit secretes an oil that enables it to walk on water as if it were skating. This Pokémon feeds on microscopic organisms in ponds and lakes."
284,masquerain,3,0.8,3.6,159,bug,flying,70,60,62,80,100,82,"Masquerain intimidates enemies with the eyelike patterns on its antennas. This Pokémon flaps its four wings to freely fly in any direction—even sideways and backwards—as if it were a helicopter."
285,shroomish,3,0.4,4.5,59,grass,,60,40,60,35,40,60,"Shroomish live in damp soil in the dark depths of forests. They are often found keeping still under fallen leaves. This Pokémon feeds on compost that is made up of fallen, rotted leaves."
286,breloom,3,1.2,39.2,161,grass,fighting,60,130,80,70,60,60,"Breloom closes in on its foe with light and sprightly footwork, then throws punches with its stretchy arms. This Pokémon's fighting technique puts boxers to shame."
287,slakoth,3,0.8,24.0,56,normal,,60,60,60,30,35,35,"Slakoth lolls around for over 20 hours every day. Because it moves so little, it does not need much food. This Pokémon's sole daily meal consists of just three leaves."
288,vigoroth,3,1.4,46.5,154,normal,,80,80,80,90,55,55,"Vigoroth is always itching and agitated to go on a wild rampage. It simply can't tolerate sitting still for even a minute. This Pokémon's stress level rises if it can't be moving constantly."
289,slaking,3,2.0,130.5,252,normal,,150,160,100,100,95,65,"Slaking spends all day lying down and lolling about. It eats grass growing within its reach. If it eats all the grass it can reach, this Pokémon reluctantly moves to another spot."
290,nincada,3,0.5,5.5,53,bug,ground,31,45,90,40,30,30,"Nincada lives underground for many years in complete darkness. This Pokémon absorbs nutrients from the roots of trees. It stays motionless as it waits for evolution."
291,ninjask,3,0.8,12.0,160,bug,flying,61,90,45,160,50,50,"Ninjask moves around at such a high speed that it cannot be seen, even while its crying can be clearly heard. For that reason, this Pokémon was long believed to be invisible."
292,shedinja,3,0.8,1.2,83,bug,ghost,1,90,45,40,30,30,"Shedinja's hard body doesn't move—not even a twitch. In fact, its body appears to be merely a hollow shell. It is believed that this Pokémon will steal the spirit of anyone peering into its hollow body from its back."
293,whismur,3,0.6,16.3,48,normal,,64,51,23,28,51,23,"Normally, Whismur's voice is very quiet—it is barely audible even if one is paying close attention. However, if this Pokémon senses danger, it starts crying at an earsplitting volume."
294,loudred,3,1.0,40.5,126,normal,,84,71,43,48,71,43,"Loudred's bellowing can completely decimate a wood-frame house. It uses its voice to punish its foes. This Pokémon's round ears serve as loudspeakers."
295,exploud,3,1.5,84.0,221,normal,,104,91,63,68,91,73,"Exploud triggers earthquakes with the tremors it creates by bellowing. If this Pokémon violently inhales from the ports on its body, it's a sign that it is preparing to let loose a huge bellow."
296,makuhita,3,1.0,86.4,47,fighting,,72,60,30,25,20,30,"Makuhita is tenacious—it will keep getting up and attacking its foe however many times it is knocked down. Every time it gets back up, this Pokémon stores more energy in its body for evolving."
297,hariyama,3,2.3,253.8,166,fighting,,144,120,60,50,40,60,"Hariyama practices its straight-arm slaps in any number of locations. One hit of this Pokémon's powerful, openhanded, straight-arm punches could snap a telephone pole in two."
298,azurill,3,0.2,2.0,38,normal,fairy,50,20,40,20,20,40,"Azurill spins its tail as if it were a lasso, then hurls it far. The momentum of the throw sends its body flying, too. Using this unique action, one of these Pokémon managed to hurl itself a record 33 feet."
299,nosepass,3,1.0,97.0,75,rock,,30,45,135,30,45,90,"Nosepass's magnetic nose is always pointed to the north. If two of these Pokémon meet, they cannot turn their faces to each other when they are close because their magnetic noses repel one another."
300,skitty,3,0.6,11.0,52,normal,,50,45,45,50,35,35,"Skitty has the habit of becoming fascinated by moving objects and chasing them around. This Pokémon is known to chase after its own tail and become dizzy."
301,delcatty,3,1.1,32.6,140,normal,,70,65,65,90,55,55,"Delcatty prefers to live an unfettered existence in which it can do as it pleases at its own pace. Because this Pokémon eats and sleeps whenever it decides, its daily routines are completely random."
302,sableye,3,0.5,11.0,133,dark,ghost,50,75,75,50,65,65,"Sableye lead quiet lives deep inside caverns. They are feared, however, because these Pokémon are thought to steal the spirits of people when their eyes burn with a sinister glow in the darkness."
303,mawile,3,0.6,11.5,133,steel,fairy,50,85,85,50,55,55,"Mawile's huge jaws are actually steel horns that have been transformed. Its docile-looking face serves to lull its foe into letting down its guard. When the foe least expects it, Mawile chomps it with its gaping jaws."
304,aron,3,0.4,60.0,66,steel,rock,50,70,100,30,40,40,"This Pokémon has a body of steel. To make its body, Aron feeds on iron ore that it digs from mountains. Occasionally, it causes major trouble by eating bridges and rails."
305,lairon,3,0.9,120.0,151,steel,rock,60,90,140,40,50,50,"Lairon tempers its steel body by drinking highly nutritious mineral springwater until it is bloated. This Pokémon makes its nest close to springs of delicious water."
306,aggron,3,2.1,360.0,239,steel,rock,70,110,180,50,60,60,"Aggron claims an entire mountain as its own territory. It mercilessly beats up anything that violates its environment. This Pokémon vigilantly patrols its territory at all times."
307,meditite,3,0.6,11.2,56,fighting,psychic,30,40,55,60,40,55,"Meditite undertakes rigorous mental training deep in the mountains. However, whenever it meditates, this Pokémon always loses its concentration and focus. As a result, its training never ends."
308,medicham,3,1.3,31.5,144,fighting,psychic,60,60,75,80,60,75,"It is said that through meditation, Medicham heightens energy inside its body and sharpens its sixth sense. This Pokémon hides its presence by merging itself with fields and mountains."
309,electrike,3,0.6,15.2,59,electric,,40,45,40,65,65,40,"Electrike stores electricity in its long body hair. This Pokémon stimulates its leg muscles with electric charges. These jolts of power give its legs explosive acceleration performance."
310,manectric,3,1.5,40.2,166,electric,,70,75,60,105,105,60,"Manectric is constantly discharging electricity from its mane. The sparks sometimes ignite forest fires. When it enters a battle, this Pokémon creates thunderclouds."
311,plusle,3,0.4,4.2,142,electric,,60,50,40,95,85,75,"Plusle always acts as a cheerleader for its partners. Whenever a teammate puts out a good effort in battle, this Pokémon shorts out its body to create the crackling noises of sparks to show its joy."
312,minun,3,0.4,4.2,142,electric,,60,40,50,95,75,85,"Minun is more concerned about cheering on its partners than its own safety. It shorts out the electricity in its body to create brilliant showers of sparks to cheer on its teammates."
313,volbeat,3,0.7,17.7,151,bug,,65,73,75,85,47,85,"With the arrival of night, Volbeat emits light from its tail. It communicates with others by adjusting the intensity and flashing of its light. This Pokémon is attracted by the sweet aroma of Illumise."
314,illumise,3,0.6,17.7,151,bug,,65,47,75,85,73,85,"Illumise attracts a swarm of Volbeat using a sweet fragrance. Once the Volbeat have gathered, this Pokémon leads the lit-up swarm in drawing geometric designs on the canvas of the night sky."
315,roselia,3,0.3,2.0,140,grass,poison,50,60,45,65,100,80,"Roselia shoots sharp thorns as projectiles at any opponent that tries to steal the flowers on its arms. The aroma of this Pokémon brings serenity to living things."
316,gulpin,3,0.4,10.3,60,poison,,70,43,53,40,43,53,"Virtually all of Gulpin's body is its stomach. As a result, it can swallow something its own size. This Pokémon's stomach contains a special fluid that digests anything."
317,swalot,3,1.7,80.0,163,poison,,100,73,83,55,73,83,"When Swalot spots prey, it spurts out a hideously toxic fluid from its pores and sprays the target. Once the prey has weakened, this Pokémon gulps it down whole with its cavernous mouth."
318,carvanha,3,0.8,20.8,61,water,dark,45,90,20,65,65,20,"Carvanha's strongly developed jaws and its sharply pointed fangs pack the destructive power to rip out boat hulls. Many boats have been attacked and sunk by this Pokémon."
319,sharpedo,3,1.8,88.8,161,water,dark,70,120,40,95,95,40,"Nicknamed “the bully of the sea," Sharpedo is widely feared. Its cruel fangs grow back immediately if they snap off. Just one of these Pokémon can thoroughly tear apart a supertanker."
320,wailmer,3,2.0,130.0,80,water,,130,70,35,60,70,35,"Wailmer's nostrils are located above its eyes. This playful Pokémon loves to startle people by forcefully snorting out seawater it stores inside its body out of its nostrils."
321,wailord,3,14.5,398.0,175,water,,170,90,45,60,90,45,"Wailord is the largest of all identified Pokémon up to now. This giant Pokémon swims languorously in the vast open sea, eating massive amounts of food at once with its enormous mouth."
322,numel,3,0.7,24.0,61,fire,ground,60,60,40,35,65,45,"Numel is extremely dull witted—it doesn't notice being hit. However, it can't stand hunger for even a second. This Pokémon's body is a seething cauldron of boiling magma."
323,camerupt,3,1.9,220.0,161,fire,ground,70,100,70,40,105,75,"Camerupt has a volcano inside its body. Magma of 18,000 degrees Fahrenheit courses through its body. Occasionally, the humps on this Pokémon's back erupt, spewing the superheated magma."
324,torkoal,3,0.5,80.4,165,fire,,70,85,140,20,85,70,"Torkoal digs through mountains in search of coal. If it finds some, it fills hollow spaces on its shell with the coal and burns it. If it is attacked, this Pokémon spouts thick black smoke to beat a retreat."
325,spoink,3,0.7,30.6,66,psychic,,60,25,35,60,70,80,"Spoink bounces around on its tail. The shock of its bouncing makes its heart pump. As a result, this Pokémon cannot afford to stop bouncing—if it stops, its heart will stop."
326,grumpig,3,0.9,71.5,165,psychic,,80,45,65,80,90,110,"Grumpig uses the black pearls on its body to amplify its psychic power waves for gaining total control over its foe. When this Pokémon uses its special power, its snorting breath grows labored."
327,spinda,3,1.1,5.0,126,normal,,60,60,60,60,60,60,"All the Spinda that exist in the world are said to have utterly unique spot patterns. The shaky, tottering steps of this Pokémon give it the appearance of dancing."
328,trapinch,3,0.7,15.0,58,ground,,45,100,45,10,45,45,"Trapinch's nest is a sloped, bowl-like pit dug in sand. This Pokémon patiently waits for prey to tumble down the pit. Its giant jaws have enough strength to crush even boulders."
329,vibrava,3,1.1,15.3,119,ground,dragon,50,70,50,70,50,50,"To make prey faint, Vibrava generates ultrasonic waves by vigorously making its two wings vibrate. This Pokémon's ultrasonic waves are so powerful, they can bring on headaches in people."
330,flygon,3,2.0,82.0,234,ground,dragon,80,100,80,100,80,80,"Flygon is nicknamed ""the elemental spirit of the desert."" Because its flapping wings whip up a cloud of sand, this Pokémon is always enveloped in a sandstorm while flying."
331,cacnea,3,0.4,51.3,67,grass,,50,85,40,35,85,40,"Cacnea lives in arid locations such as deserts. It releases a strong aroma from its flower to attract prey. When prey comes near, this Pokémon shoots sharp thorns from its body to bring the victim down."
332,cacturne,3,1.3,77.4,166,grass,dark,70,115,60,55,115,60,"During the daytime, Cacturne remains unmoving so that it does not lose any moisture to the harsh desert sun. This Pokémon becomes active at night when the temperature drops."
333,swablu,3,0.4,1.2,62,normal,flying,45,40,60,50,40,75,"Swablu has light and fluffy wings that are like cottony clouds. This Pokémon is not frightened of people. It lands on the heads of people and sits there like a cotton-fluff hat."
334,altaria,3,1.1,20.6,172,dragon,flying,75,70,90,80,70,105,"Altaria dances and wheels through the sky among billowing, cotton-like clouds. By singing melodies in its crystal-clear voice, this Pokémon makes its listeners experience dreamy wonderment."
335,zangoose,3,1.3,40.3,160,normal,,73,115,60,90,60,60,"Memories of battling its archrival Seviper are etched into every cell of Zangoose's body. This Pokémon adroitly dodges attacks with incredible agility."
336,seviper,3,2.7,52.5,160,poison,,73,100,60,65,100,60,"Seviper shares a generations-long feud with Zangoose. The scars on its body are evidence of vicious battles. This Pokémon attacks using its sword-edged tail."
337,lunatone,3,1.0,168.0,161,rock,psychic,90,55,65,70,95,85,"Lunatone was discovered at a location where a meteoroid fell. As a result, some people theorize that this Pokémon came from space. However, no one has been able to prove this theory so far."
338,solrock,3,1.2,154.0,161,rock,psychic,90,95,85,70,55,65,"Solrock is a new species of Pokémon that is said to have fallen from space. It floats in air and moves silently. In battle, this Pokémon releases intensely bright light."
339,barboach,3,0.4,1.9,58,water,ground,50,48,43,60,46,41,"Barboach's sensitive whiskers serve as a superb radar system. This Pokémon hides in mud, leaving only its two whiskers exposed while it waits for prey to come along."
340,whiscash,3,0.9,23.6,164,water,ground,110,78,73,60,76,71,"Whiscash is extremely territorial. Just one of these Pokémon will claim a large pond as its exclusive territory. If a foe approaches it, it thrashes about and triggers a massive earthquake."
341,corphish,3,0.6,11.5,62,water,,43,80,65,35,50,35,"Corphish were originally foreign Pokémon that were imported as pets. They eventually turned up in the wild. This Pokémon is very hardy and has greatly increased its population."
342,crawdaunt,3,1.1,32.8,164,water,dark,63,120,85,55,90,55,"Crawdaunt has an extremely violent nature that compels it to challenge other living things to battle. Other life-forms refuse to live in ponds inhabited by this Pokémon, making them desolate places."
343,baltoy,3,0.5,21.5,60,ground,psychic,40,40,55,55,40,70,"Baltoy moves while spinning around on its one foot. Primitive wall paintings depicting this Pokémon living among people were discovered in some ancient ruins."
344,claydol,3,1.5,108.0,175,ground,psychic,60,70,105,75,70,120,"Claydol are said to be dolls of mud made by primitive humans and brought to life by exposure to a mysterious ray. This Pokémon moves about while levitating."
345,lileep,3,1.0,23.8,71,rock,grass,66,41,77,23,61,87,"Lileep became extinct approximately a hundred million years ago. This ancient Pokémon attaches itself to a rock on the seafloor and catches approaching prey using tentacles shaped like flower petals."
346,cradily,3,1.5,60.4,173,rock,grass,86,81,97,43,81,107,"Cradily roams around the ocean floor in search of food. This Pokémon freely extends its tree trunk-like neck and captures unwary prey using its eight tentacles."
347,anorith,3,0.7,12.5,71,rock,bug,45,95,50,75,40,50,"Anorith was regenerated from a prehistoric fossil. This primitive Pokémon once lived in warm seas. It grips its prey firmly between its two large claws."
348,armaldo,3,1.5,68.2,173,rock,bug,75,125,100,45,70,80,"Armaldo's tough armor makes all attacks bounce off. This Pokémon's two enormous claws can be freely extended or contracted. They have the power to punch right through a steel slab."
349,feebas,3,0.6,7.4,40,water,,20,15,20,80,10,55,"Feebas's fins are ragged and tattered from the start of its life. Because of its shoddy appearance, this Pokémon is largely ignored. It is capable of living in both the sea and in rivers."
350,milotic,3,6.2,162.0,189,water,,95,60,79,81,100,125,"Milotic is said to be the most beautiful of all the Pokémon. It has the power to becalm such emotions as anger and hostility to quell bitter feuding."
351,castform,3,0.3,0.8,147,normal,,70,70,70,70,70,70,"Castform's appearance changes with the weather. This Pokémon gained the ability to use the vast power of nature to protect its tiny body."
352,kecleon,3,1.0,22.0,154,normal,,60,90,70,40,60,120,"Kecleon is capable of changing its body colors at will to blend in with its surroundings. There is one exception—this Pokémon can't change the zigzag pattern on its belly."
353,shuppet,3,0.6,2.3,59,ghost,,44,75,35,45,63,33,"Shuppet is attracted by feelings of jealousy and vindictiveness. If someone develops strong feelings of vengeance, this Pokémon will appear in a swarm and line up beneath the eaves of that person's home."
354,banette,3,1.1,12.5,159,ghost,,64,115,65,65,83,63,"Banette generates energy for laying strong curses by sticking pins into its own body. This Pokémon was originally a pitiful plush doll that was thrown away."
355,duskull,3,0.8,15.0,59,ghost,,20,40,90,25,30,90,"Duskull can pass through any wall no matter how thick it may be. Once this Pokémon chooses a target, it will doggedly pursue the intended victim until the break of dawn."
356,dusclops,3,1.6,30.6,159,ghost,,40,70,130,25,60,130,"Dusclops's body is completely hollow—there is nothing at all inside. It is said that its body is like a black hole. This Pokémon will absorb anything into its body, but nothing will ever come back out."
357,tropius,3,2.0,100.0,161,grass,flying,99,68,83,51,72,87,"The bunches of fruit around Tropius's neck are very popular with children. This Pokémon loves fruit, and eats it continuously. Apparently, its love for fruit resulted in its own outgrowth of fruit."
358,chimecho,3,0.6,1.0,159,psychic,,75,50,80,65,95,90,"Chimecho makes its cries echo inside its hollow body. When this Pokémon becomes enraged, its cries result in ultrasonic waves that have the power to knock foes flying."
359,absol,3,1.2,47.0,163,dark,,65,130,60,75,75,60,"Every time Absol appears before people, it is followed by a disaster such as an earthquake or a tidal wave. As a result, it came to be known as the disaster Pokémon."
360,wynaut,3,0.6,14.0,52,psychic,,95,23,48,23,23,48,"Wynaut can always be seen with a big, happy smile on its face. Look at its tail to determine if it is angry. When angered, this Pokémon will be slapping the ground with its tail."
361,snorunt,3,0.7,16.8,60,ice,,50,50,50,50,50,50,"Snorunt live in regions with heavy snowfall. In seasons without snow, such as spring and summer, this Pokémon steals away to live quietly among stalactites and stalagmites deep in caverns."
362,glalie,3,1.5,256.5,168,ice,,80,80,80,80,80,80,"Glalie has a body made of rock, which it hardens with an armor of ice. This Pokémon has the ability to freeze moisture in the atmosphere into any shape it desires."
363,spheal,3,0.8,39.5,58,ice,water,70,40,50,25,55,50,"Spheal is much faster rolling than walking to get around. When groups of this Pokémon eat, they all clap at once to show their pleasure. Because of this, their mealtimes are noisy."
364,sealeo,3,1.1,87.6,144,ice,water,90,60,70,45,75,70,"Sealeo has the habit of always juggling on the tip of its nose anything it sees for the first time. This Pokémon occasionally entertains itself by balancing and rolling a Spheal on its nose."
365,walrein,3,1.4,150.6,239,ice,water,110,80,90,65,95,90,"Walrein's two massively developed tusks can totally shatter blocks of ice weighing 10 tons with one blow. This Pokémon's thick coat of blubber insulates it from subzero temperatures."
366,clamperl,3,0.4,52.5,69,water,,35,64,85,32,74,55,"Clamperl's sturdy shell is not only good for protection—it is also used for clamping and catching prey. A fully grown Clamperl's shell will be scored with nicks and scratches all over."
367,huntail,3,1.7,27.0,170,water,,55,104,105,52,94,75,"Huntail's presence went unnoticed by people for a long time because it lives at extreme depths in the sea. This Pokémon's eyes can see clearly even in the murky dark depths of the ocean."
368,gorebyss,3,1.8,22.6,170,water,,55,84,105,52,114,75,"Gorebyss lives in the southern seas at extreme depths. Its body is built to withstand the enormous pressure of water at incredible depths. Because of this, this Pokémon's body is unharmed by ordinary attacks."
369,relicanth,3,1.0,23.4,170,water,rock,100,90,130,55,45,65,"Relicanth is a Pokémon species that existed for a hundred million years without ever changing its form. This ancient Pokémon feeds on microscopic organisms with its toothless mouth."
370,luvdisc,3,0.6,8.7,116,water,,43,30,55,97,40,65,"Luvdisc live in shallow seas in the tropics. This heart-shaped Pokémon earned its name by swimming after loving couples it spotted in the ocean's waves."
371,bagon,3,0.6,42.1,60,dragon,,45,75,60,50,40,30,"Bagon has a dream of one day soaring in the sky. In doomed efforts to fly, this Pokémon hurls itself off cliffs. As a result of its dives, its head has grown tough and as hard as tempered steel."
372,shelgon,3,1.1,110.5,147,dragon,,65,95,100,50,60,50,"Inside Shelgon's armor-like shell, cells are in the midst of transformation to create an entirely new body. This Pokémon's shell is extremely heavy, making its movements sluggish."
373,salamence,3,1.5,102.6,270,dragon,flying,95,135,80,100,110,80,"Salamence came about as a result of a strong, long-held dream of growing wings. It is said that this powerful desire triggered a sudden mutation in this Pokémon's cells, causing it to sprout its magnificent wings."
374,beldum,3,0.6,95.2,60,steel,psychic,40,55,80,30,35,60,"Instead of blood, a powerful magnetic force courses throughout Beldum's body. This Pokémon communicates with others by sending controlled pulses of magnetism."
375,metang,3,1.2,202.5,147,steel,psychic,60,75,100,50,55,80,"When two Beldum fuse together, Metang is formed. The brains of the Beldum are joined by a magnetic nervous system. By linking its brains magnetically, this Pokémon generates strong psychokinetic power."
376,metagross,3,1.6,550.0,270,steel,psychic,80,135,130,70,95,90,"Metagross has four brains in total. Combined, the four brains can breeze through difficult calculations faster than a supercomputer. This Pokémon can float in the air by tucking in its four legs."
377,regirock,3,1.7,230.0,261,rock,,80,100,200,50,50,100,"Regirock was sealed away by people long ago. If this Pokémon's body is damaged in battle, it is said to seek out suitable rocks on its own to repair itself."
378,regice,3,1.8,175.0,261,ice,,80,50,100,50,100,200,"Regice's body was made during an ice age. The deep-frozen body can't be melted, even by fire. This Pokémon controls frigid air of -328 degrees Fahrenheit."
379,registeel,3,1.9,205.0,261,steel,,80,75,150,50,75,150,"Registeel has a body that is harder than any kind of metal. Its body is apparently hollow. No one has any idea what this Pokémon eats."
380,latias,3,1.4,40.0,270,dragon,psychic,80,80,90,110,110,130,"Latias is highly sensitive to the emotions of people. If it senses any hostility, this Pokémon ruffles the feathers all over its body and cries shrilly to intimidate the foe."
381,latios,3,2.0,60.0,270,dragon,psychic,80,90,80,110,130,110,"Latios has the ability to make others see an image of what it has seen or imagines in its head. This Pokémon is intelligent and understands human speech."
382,kyogre,3,4.5,352.0,302,water,,100,100,90,90,150,140,"Through Primal Reversion and with nature's full power, it will take back its true form. It can summon storms that cause the sea levels to rise."
383,groudon,3,3.5,950.0,302,ground,,100,150,140,90,100,90,"Groudon is said to be the personification of the land itself. Legends tell of its many clashes against Kyogre, as each sought to gain the power of nature."
384,rayquaza,3,7.0,206.5,306,dragon,flying,105,150,90,95,150,90,"Rayquaza is said to have lived for hundreds of millions of years. Legends remain of how it put to rest the clash between Kyogre and Groudon."
385,jirachi,3,0.3,1.1,270,steel,psychic,100,100,100,100,100,100,"A legend states that Jirachi will make true any wish that is written on notes attached to its head when it awakens. If this Pokémon senses danger, it will fight without awakening."
386,deoxys,3,1.7,60.8,270,psychic,,50,150,50,150,150,50,"The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in Deoxys. The crystalline organ on this Pokémon’s chest appears to be its brain."
387,turtwig,4,0.4,10.2,64,grass,,55,68,64,31,45,55,""
388,grotle,4,1.1,97.0,142,grass,,75,89,85,36,55,65,""
389,torterra,4,2.2,310.0,236,grass,ground,95,109,105,56,75,85,""
390,chimchar,4,0.5,6.2,62,fire,,44,58,44,61,58,44,""
391,monferno,4,0.9,22.0,142,fire,fighting,64,78,52,81,78,52,""
392,infernape,4,1.2,55.0,240,fire,fighting,76,104,71,108,104,71,""
393,piplup,4,0.4,5.2,63,water,,53,51,53,40,61,56,""
394,prinplup,4,0.8,23.0,142,water,,64,66,68,50,81,76,""
395,empoleon,4,1.7,84.5,239,water,steel,84,86,88,60,111,101,""
396,starly,4,0.3,2.0,49,normal,flying,40,55,30,60,30,30,""
397,staravia,4,0.6,15.5,119,normal,flying,55,75,50,80,40,40,""
398,staraptor,4,1.2,24.9,218,normal,flying,85,120,70,100,50,60,""
399,bidoof,4,0.5,20.0,50,normal,,59,45,40,31,35,40,""
400,bibarel,4,1.0,31.5,144,normal,water,79,85,60,71,55,60,""
401,kricketot,4,0.3,2.2,39,bug,,37,25,41,25,25,41,""
402,kricketune,4,1.0,25.5,134,bug,,77,85,51,65,55,51,""
403,shinx,4,0.5,9.5,53,electric,,45,65,34,45,40,34,""
404,luxio,4,0.9,30.5,127,electric,,60,85,49,60,60,49,""
405,luxray,4,1.4,42.0,235,electric,,80,120,79,70,95,79,""
406,budew,4,0.2,1.2,56,grass,poison,40,30,35,55,50,70,""
407,roserade,4,0.9,14.5,232,grass,poison,60,70,65,90,125,105,""
408,cranidos,4,0.9,31.5,70,rock,,67,125,40,58,30,30,""
409,rampardos,4,1.6,102.5,173,rock,,97,165,60,58,65,50,""
410,shieldon,4,0.5,57.0,70,rock,steel,30,42,118,30,42,88,""
411,bastiodon,4,1.3,149.5,173,rock,steel,60,52,168,30,47,138,""
412,burmy,4,0.2,3.4,45,bug,,40,29,45,36,29,45,""
413,wormadam,4,0.5,6.5,148,bug,grass,60,59,85,36,79,105,""
414,mothim,4,0.9,23.3,148,bug,flying,70,94,50,66,94,50,""
415,combee,4,0.3,5.5,49,bug,flying,30,30,42,70,30,42,""
416,vespiquen,4,1.2,38.5,166,bug,flying,70,80,102,40,80,102,""
417,pachirisu,4,0.4,3.9,142,electric,,60,45,70,95,45,90,""
418,buizel,4,0.7,29.5,66,water,,55,65,35,85,60,30,""
419,floatzel,4,1.1,33.5,173,water,,85,105,55,115,85,50,""
420,cherubi,4,0.4,3.3,55,grass,,45,35,45,35,62,53,""
421,cherrim,4,0.5,9.3,158,grass,,70,60,70,85,87,78,""
422,shellos,4,0.3,6.3,65,water,,76,48,48,34,57,62,""
423,gastrodon,4,0.9,29.9,166,water,ground,111,83,68,39,92,82,""
424,ambipom,4,1.2,20.3,169,normal,,75,100,66,115,60,66,""
425,drifloon,4,0.4,1.2,70,ghost,flying,90,50,34,70,60,44,""
426,drifblim,4,1.2,15.0,174,ghost,flying,150,80,44,80,90,54,""
427,buneary,4,0.4,5.5,70,normal,,55,66,44,85,44,56,""
428,lopunny,4,1.2,33.3,168,normal,,65,76,84,105,54,96,""
429,mismagius,4,0.9,4.4,173,ghost,,60,60,60,105,105,105,""
430,honchkrow,4,0.9,27.3,177,dark,flying,100,125,52,71,105,52,""
431,glameow,4,0.5,3.9,62,normal,,49,55,42,85,42,37,""
432,purugly,4,1.0,43.8,158,normal,,71,82,64,112,64,59,""
433,chingling,4,0.2,0.6,57,psychic,,45,30,50,45,65,50,""
434,stunky,4,0.4,19.2,66,poison,dark,63,63,47,74,41,41,""
435,skuntank,4,1.0,38.0,168,poison,dark,103,93,67,84,71,61,""
436,bronzor,4,0.5,60.5,60,steel,psychic,57,24,86,23,24,86,""
437,bronzong,4,1.3,187.0,175,steel,psychic,67,89,116,33,79,116,""
438,bonsly,4,0.5,15.0,58,rock,,50,80,95,10,10,45,""
439,mime jr,4,0.6,13.0,62,psychic,fairy,20,25,45,60,70,90,""
440,happiny,4,0.6,24.4,110,normal,,100,5,5,30,15,65,""
441,chatot,4,0.5,1.9,144,normal,flying,76,65,45,91,92,42,""
442,spiritomb,4,1.0,108.0,170,ghost,dark,50,92,108,35,92,108,""
443,gible,4,0.7,20.5,60,dragon,ground,58,70,45,42,40,45,""
444,gabite,4,1.4,56.0,144,dragon,ground,68,90,65,82,50,55,""
445,garchomp,4,1.9,95.0,270,dragon,ground,108,130,95,102,80,85,""
446,munchlax,4,0.6,105.0,78,normal,,135,85,40,5,40,85,""
447,riolu,4,0.7,20.2,57,fighting,,40,70,40,60,35,40,""
448,lucario,4,1.2,54.0,184,fighting,steel,70,110,70,90,115,70,""
449,hippopotas,4,0.8,49.5,66,ground,,68,72,78,32,38,42,""
450,hippowdon,4,2.0,300.0,184,ground,,108,112,118,47,68,72,""
451,skorupi,4,0.8,12.0,66,poison,bug,40,50,90,65,30,55,""
452,drapion,4,1.3,61.5,175,poison,dark,70,90,110,95,60,75,""
453,croagunk,4,0.7,23.0,60,poison,fighting,48,61,40,50,61,40,""
454,toxicroak,4,1.3,44.4,172,poison,fighting,83,106,65,85,86,65,""
455,carnivine,4,1.4,27.0,159,grass,,74,100,72,46,90,72,""
456,finneon,4,0.4,7.0,66,water,,49,49,56,66,49,61,""
457,lumineon,4,1.2,24.0,161,water,,69,69,76,91,69,86,""
458,mantyke,4,1.0,65.0,69,water,flying,45,20,50,50,60,120,""
459,snover,4,1.0,50.5,67,grass,ice,60,62,50,40,62,60,""
460,abomasnow,4,2.2,135.5,173,grass,ice,90,92,75,60,92,85,""
461,weavile,4,1.1,34.0,179,dark,ice,70,120,65,125,45,85,""
462,magnezone,4,1.2,180.0,241,electric,steel,70,70,115,60,130,90,""
463,lickilicky,4,1.7,140.0,180,normal,,110,85,95,50,80,95,""
464,rhyperior,4,2.4,282.8,241,ground,rock,115,140,130,40,55,55,""
465,tangrowth,4,2.0,128.6,187,grass,,100,100,125,50,110,50,""
466,electivire,4,1.8,138.6,243,electric,,75,123,67,95,95,85,""
467,magmortar,4,1.6,68.0,243,fire,,75,95,67,83,125,95,""
468,togekiss,4,1.5,38.0,245,fairy,flying,85,50,95,80,120,115,""
469,yanmega,4,1.9,51.5,180,bug,flying,86,76,86,95,116,56,""
470,leafeon,4,1.0,25.5,184,grass,,65,110,130,95,60,65,""
471,glaceon,4,0.8,25.9,184,ice,,65,60,110,65,130,95,""
472,gliscor,4,2.0,42.5,179,ground,flying,75,95,125,95,45,75,""
473,mamoswine,4,2.5,291.0,239,ice,ground,110,130,80,80,70,60,""
474,porygon z,4,0.9,34.0,241,normal,,85,80,70,90,135,75,""
475,gallade,4,1.6,52.0,233,psychic,fighting,68,125,65,80,65,115,""
